[2021-02-26 16:26:14.646] [ConceptEngine] [info] ConceptEngineFramework Window class created.
[2021-02-26 16:26:14.715] [ConceptEngine] [info] CPU: AMD Ryzen 9 3900X 12-Core Processor            , Threads: 24, RAM: 32689 MB
[2021-02-26 16:26:14.715] [ConceptEngine] [info] ConceptEngineFramework DirectX 12 class created.
[2021-02-26 16:26:14.715] [ConceptEngine] [info] ConceptEngineFramework DirectX 12 Manager class created.
[2021-02-26 16:26:14.715] [ConceptEngine] [info] InitPlayground Loaded Class Name: class ConceptEngineFramework::Graphics::CEPlayground * __ptr64
[2021-02-26 16:26:14.841] [ConceptEngine] [info] Direct3D Adapter (0): VID:4318, PID:9348 - GPU: NVIDIA GeForce RTX 3070
[2021-02-26 16:27:24.852] [ConceptEngine] [info] FPS: 233
[2021-02-26 16:27:24.852] [ConceptEngine] [info] MSPF: 4.2918453
[2021-02-26 16:27:25.849] [ConceptEngine] [info] FPS: 236
[2021-02-26 16:27:25.849] [ConceptEngine] [info] MSPF: 4.237288
[2021-02-26 16:27:26.849] [ConceptEngine] [info] FPS: 241
[2021-02-26 16:27:26.849] [ConceptEngine] [info] MSPF: 4.149378
[2021-02-26 16:27:27.849] [ConceptEngine] [info] FPS: 237
[2021-02-26 16:27:27.849] [ConceptEngine] [info] MSPF: 4.2194095
[2021-02-26 16:27:28.851] [ConceptEngine] [info] FPS: 240
[2021-02-26 16:27:28.851] [ConceptEngine] [info] MSPF: 4.1666665
[2021-02-26 16:27:29.850] [ConceptEngine] [info] FPS: 239
[2021-02-26 16:27:29.850] [ConceptEngine] [info] MSPF: 4.1841006
[2021-02-26 16:27:30.848] [ConceptEngine] [info] FPS: 240
[2021-02-26 16:27:30.848] [ConceptEngine] [info] MSPF: 4.1666665
[2021-02-26 16:27:31.848] [ConceptEngine] [info] FPS: 240
[2021-02-26 16:27:31.848] [ConceptEngine] [info] MSPF: 4.1666665
[2021-02-26 16:27:32.851] [ConceptEngine] [info] FPS: 238
[2021-02-26 16:27:32.851] [ConceptEngine] [info] MSPF: 4.2016807
[2021-02-26 16:27:33.852] [ConceptEngine] [info] FPS: 240
[2021-02-26 16:27:33.852] [ConceptEngine] [info] MSPF: 4.1666665
[2021-02-26 16:27:34.850] [ConceptEngine] [info] FPS: 234
[2021-02-26 16:27:34.850] [ConceptEngine] [info] MSPF: 4.2735043
[2021-02-26 16:27:35.850] [ConceptEngine] [info] FPS: 239
[2021-02-26 16:27:35.850] [ConceptEngine] [info] MSPF: 4.1841006
[2021-02-26 16:27:36.849] [ConceptEngine] [info] FPS: 241
[2021-02-26 16:27:36.849] [ConceptEngine] [info] MSPF: 4.149378
[2021-02-26 16:27:37.850] [ConceptEngine] [info] FPS: 242
[2021-02-26 16:27:37.850] [ConceptEngine] [info] MSPF: 4.132231
[2021-02-26 16:27:38.852] [ConceptEngine] [info] FPS: 242
[2021-02-26 16:27:38.852] [ConceptEngine] [info] MSPF: 4.132231
[2021-02-26 16:27:39.852] [ConceptEngine] [info] FPS: 240
[2021-02-26 16:27:39.852] [ConceptEngine] [info] MSPF: 4.1666665
[2021-02-26 16:27:40.849] [ConceptEngine] [info] FPS: 239
[2021-02-26 16:27:40.849] [ConceptEngine] [info] MSPF: 4.1841006
[2021-02-26 16:27:41.851] [ConceptEngine] [info] FPS: 240
[2021-02-26 16:27:41.851] [ConceptEngine] [info] MSPF: 4.1666665
[2021-02-26 16:27:42.850] [ConceptEngine] [info] FPS: 240
[2021-02-26 16:27:42.850] [ConceptEngine] [info] MSPF: 4.1666665
[2021-02-26 16:27:43.850] [ConceptEngine] [info] FPS: 241
[2021-02-26 16:27:43.850] [ConceptEngine] [info] MSPF: 4.149378
[2021-02-26 16:27:44.851] [ConceptEngine] [info] FPS: 240
[2021-02-26 16:27:44.851] [ConceptEngine] [info] MSPF: 4.1666665
[2021-02-26 16:27:45.850] [ConceptEngine] [info] FPS: 241
[2021-02-26 16:27:45.850] [ConceptEngine] [info] MSPF: 4.149378
[2021-02-26 16:27:46.850] [ConceptEngine] [info] FPS: 242
[2021-02-26 16:27:46.850] [ConceptEngine] [info] MSPF: 4.132231
[2021-02-26 16:27:47.850] [ConceptEngine] [info] FPS: 240
[2021-02-26 16:27:47.850] [ConceptEngine] [info] MSPF: 4.1666665
[2021-02-26 16:27:48.850] [ConceptEngine] [info] FPS: 240
[2021-02-26 16:27:48.850] [ConceptEngine] [info] MSPF: 4.1666665
[2021-02-26 16:27:49.850] [ConceptEngine] [info] FPS: 157
[2021-02-26 16:27:49.851] [ConceptEngine] [info] MSPF: 6.3694267
[2021-02-26 16:27:50.852] [ConceptEngine] [info] FPS: 236
[2021-02-26 16:27:50.852] [ConceptEngine] [info] MSPF: 4.237288
[2021-02-26 16:27:51.852] [ConceptEngine] [info] FPS: 239
[2021-02-26 16:27:51.852] [ConceptEngine] [info] MSPF: 4.1841006
[2021-02-26 16:27:52.850] [ConceptEngine] [info] FPS: 234
[2021-02-26 16:27:52.850] [ConceptEngine] [info] MSPF: 4.2735043
[2021-02-26 16:27:53.852] [ConceptEngine] [info] FPS: 238
[2021-02-26 16:27:53.852] [ConceptEngine] [info] MSPF: 4.2016807
[2021-02-26 16:27:54.850] [ConceptEngine] [info] FPS: 236
[2021-02-26 16:27:54.850] [ConceptEngine] [info] MSPF: 4.237288
[2021-02-26 16:27:55.850] [ConceptEngine] [info] FPS: 202
[2021-02-26 16:27:55.850] [ConceptEngine] [info] MSPF: 4.9504952
[2021-02-26 16:27:56.851] [ConceptEngine] [info] FPS: 241
[2021-02-26 16:27:56.851] [ConceptEngine] [info] MSPF: 4.149378
[2021-02-26 16:27:57.849] [ConceptEngine] [info] FPS: 239
[2021-02-26 16:27:57.849] [ConceptEngine] [info] MSPF: 4.1841006
[2021-02-26 16:27:58.851] [ConceptEngine] [info] FPS: 241
[2021-02-26 16:27:58.851] [ConceptEngine] [info] MSPF: 4.149378
[2021-02-26 16:27:59.849] [ConceptEngine] [info] FPS: 239
[2021-02-26 16:27:59.849] [ConceptEngine] [info] MSPF: 4.1841006
[2021-02-26 16:28:00.849] [ConceptEngine] [info] FPS: 242
[2021-02-26 16:28:00.849] [ConceptEngine] [info] MSPF: 4.132231
[2021-02-26 16:28:01.851] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:01.851] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:02.849] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:02.849] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:03.851] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:03.851] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:04.851] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:04.852] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:05.852] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:05.852] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:06.850] [ConceptEngine] [info] FPS: 242
[2021-02-26 16:28:06.850] [ConceptEngine] [info] MSPF: 4.132231
[2021-02-26 16:28:07.851] [ConceptEngine] [info] FPS: 244
[2021-02-26 16:28:07.851] [ConceptEngine] [info] MSPF: 4.0983605
[2021-02-26 16:28:08.849] [ConceptEngine] [info] FPS: 241
[2021-02-26 16:28:08.849] [ConceptEngine] [info] MSPF: 4.149378
[2021-02-26 16:28:09.852] [ConceptEngine] [info] FPS: 244
[2021-02-26 16:28:09.852] [ConceptEngine] [info] MSPF: 4.0983605
[2021-02-26 16:28:10.851] [ConceptEngine] [info] FPS: 244
[2021-02-26 16:28:10.851] [ConceptEngine] [info] MSPF: 4.0983605
[2021-02-26 16:28:11.852] [ConceptEngine] [info] FPS: 244
[2021-02-26 16:28:11.852] [ConceptEngine] [info] MSPF: 4.0983605
[2021-02-26 16:28:12.850] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:12.850] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:13.850] [ConceptEngine] [info] FPS: 244
[2021-02-26 16:28:13.850] [ConceptEngine] [info] MSPF: 4.0983605
[2021-02-26 16:28:14.849] [ConceptEngine] [info] FPS: 242
[2021-02-26 16:28:14.849] [ConceptEngine] [info] MSPF: 4.132231
[2021-02-26 16:28:15.849] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:15.849] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:16.852] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:16.852] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:17.849] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:17.849] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:18.850] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:18.850] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:19.850] [ConceptEngine] [info] FPS: 244
[2021-02-26 16:28:19.850] [ConceptEngine] [info] MSPF: 4.0983605
[2021-02-26 16:28:20.851] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:20.851] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:21.850] [ConceptEngine] [info] FPS: 242
[2021-02-26 16:28:21.850] [ConceptEngine] [info] MSPF: 4.132231
[2021-02-26 16:28:22.851] [ConceptEngine] [info] FPS: 244
[2021-02-26 16:28:22.851] [ConceptEngine] [info] MSPF: 4.0983605
[2021-02-26 16:28:23.849] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:23.849] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:24.849] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:24.850] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:25.849] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:25.849] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:26.849] [ConceptEngine] [info] FPS: 242
[2021-02-26 16:28:26.849] [ConceptEngine] [info] MSPF: 4.132231
[2021-02-26 16:28:27.851] [ConceptEngine] [info] FPS: 244
[2021-02-26 16:28:27.851] [ConceptEngine] [info] MSPF: 4.0983605
[2021-02-26 16:28:28.850] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:28.850] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:29.852] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:29.852] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:30.852] [ConceptEngine] [info] FPS: 244
[2021-02-26 16:28:30.852] [ConceptEngine] [info] MSPF: 4.0983605
[2021-02-26 16:28:31.849] [ConceptEngine] [info] FPS: 243
[2021-02-26 16:28:31.849] [ConceptEngine] [info] MSPF: 4.1152263
[2021-02-26 16:28:32.852] [ConceptEngine] [info] FPS: 236
[2021-02-26 16:28:32.852] [ConceptEngine] [info] MSPF: 4.237288
